SIREN,SIRET,Activité principale de l'établissement,Code postal de l'établissement,Commune de l'établissement,Libellé de la commune de l'établissement à l'étranger,Code commune de l'établissement,Code postal de l'établissement 2,Libellé de la commune de l'établissement 2,Libellé de la commune de l'établissement étranger 2,Code de la commune de l'établissement 2,Dénomination usuelle de l'établissement,Activité principale de l'établissement.1,Dénomination de l'unité légale,Dénomination usuelle de l'unité légale 1,Dénomination usuelle de l'unité légale 2,Dénomination usuelle de l'unité légale 3,Activité principale de l'unité légale,Nomenclature de l'activité principale de l'unité légale,SIRET du siège de l'unité légale,Géolocalisation de l'établissement
938189420,93818942000012,,[ND],PARIS,,75115,[ND],,,,[ND],70.22Z,[ND],[ND],[ND],[ND],70.22Z,NAFRev2,93818942000012.0,"48.840071778, 2.292837343"
894171503,89417150300028,,[ND],DANNEMARIE,,68068,[ND],,,,[ND],70.21Z,[ND],[ND],[ND],[ND],70.21Z,NAFRev2,89417150300028.0,"47.625033737, 7.1212357"
444568521,44456852100025,,[ND],LEUCATE,,11202,[ND],,,,[ND],74.20Z,[ND],[ND],[ND],[ND],74.20Z,NAFRev2,44456852100025.0,"42.899577824, 3.025947838"
822494415,82249441500026,,[ND],PLOMBIERES-LES-DIJON,,21485,[ND],,,,[ND],96.09Z,[ND],[ND],[ND],[ND],96.09Z,NAFRev2,82249441500026.0,"47.338372493, 4.951022568"
929331817,92933181700015,,93700,DRANCY,,93029,,,,,LMNP MELISSA BUDOO,68.20A,,,,,68.20A,NAFRev2,92933181700015.0,"48.920809, 2.462263"
332250331,33225033100029,,64230,LESCAR,,64335,,,,,,94.99Z,CENTRE JEUNES ET CULTURE,,,,94.99Z,NAFRev2,33225033100029.0,
910027879,91002787900014,,25500,LE BELIEU,,25050,,,,,,46.17A,2CH,,,,46.17A,NAFRev2,91002787900014.0,"47.121863, 6.636646"
883797938,88379793800015,,14200,HEROUVILLE-SAINT-CLAIR,,14327,,,,,,66.30Z,ZENARO,,,,66.30Z,NAFRev2,88379793800015.0,"49.210931, -0.351599"
812417145,81241714500024,,77410,ANNET-SUR-MARNE,,77005,,,,,,74.90B,,,,,74.90B,NAFRev2,81241714500024.0,"48.926054, 2.717708"
802225680,80222568000015,,06950,FALICON,,06060,,,,,,68.20B,ORLANDO,,,,68.20B,NAFRev2,80222568000015.0,"43.745446, 7.271721"
186704433,18670443300017,,67650,DAMBACH-LA-VILLE,,67084,,,,,,94.91Z,CONSEIL FABRIQUE DE L EGLISE CATHOLIQUE,,,,94.91Z,NAFRev2,18670443300017.0,"48.324471, 7.423715"
421113077,42111307700018,,57600,FORBACH,,57227,,,,,,68.20A,SCI SILO,,,,68.20A,NAFRev2,42111307700018.0,"49.18403, 6.869775"
824603799,82460379900019,,27270,TREIS-SANTS-EN-OUCHE,,27516,,,,,,01.50Z,EARL DU BOCAGE,,,,01.50Z,NAFRev2,82460379900019.0,"49.048638, 0.570871"
499649317,49964931700025,4520AC,43000,LE PUY-EN-VELAY,,43157,,,,,,45.20A,,,,,45.20A,NAFRev2,49964931700025.0,"45.028666, 3.884476"
912622982,91262298200011,,34120,LEZIGNAN-LA-CEBE,,34136,,,,,,70.22Z,,,,,70.22Z,NAFRev2,91262298200011.0,"43.496087, 3.428534"
947605440,94760544000017,,79700,MAULEON,,79079,,,,,S.J.L,56.21Z,,,,,56.21Z,NAFRev2,94760544000017.0,"46.942896, -0.676422"
987516366,98751636600018,,93170,BAGNOLET,,93006,,,,,FRANCE BAT,43.99C,FRANCE BAT,,,,43.99C,NAFRev2,98751636600018.0,"48.859224, 2.420911"
940964000,94096400000019,,75011,PARIS,,75111,,,,,,47.91B,RORONOA,,,,47.91B,NAFRev2,94096400000019.0,"48.860583, 2.381485"
380272666,38027266600039,,49110,MONTREVAULT-SUR-EVRE,,49218,,,,,,86.21Z,,,,,86.21Z,NAFRev2,38027266600039.0,"47.291601, -0.983862"
477873707,47787370700012,,[ND],ROUSSILLON,,84102,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,47787370700012.0,"43.901341521, 5.292125185"
753722479,75372247900023,,26300,BOURG-DE-PEAGE,,26057,,,,,,43.99B,AD STRUCTURE,,,,43.99B,NAFRev2,75372247900023.0,"45.025828, 5.069362"
945123933,94512393300018,,75008,PARIS,,75108,,,,,,74.90B,FOXTRAIL,,,,74.90B,NAFRev2,94512393300018.0,"48.869893, 2.30194"
840371611,84037161100020,,81200,AUSSILLON,,81021,,,,,,90.01Z,LE VIEUX BINIOU,,,,90.01Z,NAFRev2,84037161100020.0,"43.510179, 2.36613"
951117480,95111748000016,,77290,MITRY-MORY,,77294,,,,,,45.32Z,SA GROUPE AUTOMOBILE MITRY,,,,45.32Z,NAFRev2,95111748000016.0,"48.973814, 2.641402"
531256410,53125641000048,,54500,VANDŒUVRE-LES-NANCY,,54547,,,,,HPP,71.12B,HYDRO POWER PLANT,,,,71.12B,NAFRev2,53125641000048.0,"48.654284, 6.13767"
910903871,91090387100010,,44570,TRIGNAC,,44210,,,,,,41.10D,BONGRAINE,,,,41.10D,NAFRev2,91090387100010.0,"47.297489, -2.205865"
950950097,95095009700010,,[ND],THIANT,,59589,[ND],,,,[ND],96.09Z,[ND],[ND],[ND],[ND],96.09Z,NAFRev2,95095009700010.0,"50.29805456, 3.439026973"
893456376,89345637600019,4321AB,21380,MESSIGNY-ET-VANTOUX,,21408,,,,,RK ENTREPRISE,43.21A,,,,,43.21A,NAFRev2,89345637600019.0,"47.406056, 5.016345"
421788498,42178849800119,,46500,ROCAMADOUR,,46240,,,,,,47.59B,RG CREATION,SUD ARTISANAT,,,47.59B,NAFRev2,42178849800119.0,"44.799101, 1.617995"
817398233,81739823300046,,33570,MONTAGNE,,33290,,,,,,47.11B,MSIPP,,,,47.11B,NAFRev2,81739823300046.0,"44.930625, -0.128516"
817603384,81760338400014,,44000,NANTES,,44109,,,,,,93.12Z,NANTES ETUDIANTS CLUB ATHLETISME NEC ATHLETISME,,,,93.12Z,NAFRev2,81760338400014.0,"47.225809, -1.581398"
980044531,98004453100013,,[ND],LE PRADET,,83098,[ND],,,,[ND],96.09Z,[ND],[ND],[ND],[ND],96.09Z,NAFRev2,98004453100013.0,"43.100102875, 6.028054834"
810114009,81011400900048,,19000,TULLE,,19272,,,,,,86.90E,,,,,86.90E,NAFRev2,81011400900048.0,"45.275814, 1.770639"
932379118,93237911800015,,83700,SAINT-RAPHAEL,,83118,,,,,,68.20B,SCI VICTOR COLLET,,,,68.20B,NAFRev2,93237911800015.0,"43.427998, 6.775237"
430109025,43010902500048,4312AZ,40220,TARNOS,,40312,,,,,CORRIHONS CEDRIC TP,43.12A,,,,,43.12A,NAFRev2,43010902500048.0,"43.538642, -1.469581"
514465681,51446568100021,,34980,COMBAILLAUX,,34082,,,,,,71.11Z,,,,,71.11Z,NAFRev2,51446568100021.0,"43.676997, 3.766552"
930636857,93063685700011,,25410,DANNEMARIE-SUR-CRETE,,25195,,,,,,68.20B,GABATHINE,,,,68.20B,NAFRev2,93063685700011.0,"47.205276, 5.860289"
494250491,49425049100037,,33000,BORDEAUX,,33063,,,,,,82.99Z,,,,,82.99Z,NAFRev2,49425049100037.0,"44.846541, -0.590004"
923369599,92336959900017,,73000,CHAMBERY,,73065,,,,,,94.99Z,LES CHRONIQUES DE LA CITADELLE,,,,94.99Z,NAFRev2,92336959900017.0,"45.564889, 5.927698"
920391729,92039172900018,,[ND],CAHORS,,46042,[ND],,,,[ND],47.91B,[ND],[ND],[ND],[ND],47.91B,NAFRev2,92039172900018.0,"44.450821752, 1.440539357"
948918289,94891828900018,,[ND],CERNAY,,68063,[ND],,,,[ND],96.02A,[ND],[ND],[ND],[ND],96.02A,NAFRev2,94891828900018.0,"47.794746675, 7.179115742"
882522477,88252247700018,,88000,EPINAL,,88160,,,,,,68.20B,MARMO,,,,68.20B,NAFRev2,88252247700018.0,"48.164818, 6.457732"
847599941,84759994100014,,80640,HORNOY-LE-BOURG,,80443,,,,,,01.49Z,,,,,01.49Z,NAFRev2,84759994100014.0,"49.847146, 1.907311"
918109463,91810946300011,,18110,PIGNY,,18179,,,,,,70.22Z,,,,,70.22Z,NAFRev2,91810946300011.0,"47.170741, 2.451032"
841730427,84173042700017,4399CZ,84130,LE PONTET,,84092,,,,,HB MACONNERIE,43.99C,,,,,43.99C,NAFRev2,84173042700017.0,"43.959292, 4.850873"
520683939,52068393900018,,74100,VILLE-LA-GRAND,,74305,,,,,,93.29Z,,,,,93.29Z,NAFRev2,52068393900018.0,"46.202708, 6.259205"
813273034,81327303400013,,17420,SAINT-PALAIS-SUR-MER,,17380,,,,,,68.20A,,,,,68.20A,NAFRev2,81327303400013.0,"45.648387, -1.107013"
948141817,94814181700015,,94150,RUNGIS,,94065,,,,,,46.39B,PROBON,,,,46.39B,NAFRev2,94814181700015.0,"48.757458, 2.353145"
520697210,52069721000042,,[ND],GRENOBLE,,38185,[ND],,,,[ND],96.09Z,[ND],[ND],[ND],[ND],96.09Z,NAFRev2,52069721000042.0,"45.182206145, 5.721220642"
927495424,92749542400016,,99131,,2830 WILLEBROEK,,,,,,,70.10Z,AED STUDIO'S,,,,68.20B,NAFRev2,92749542400016.0,
988022687,98802268700012,,[ND],LA CALMETTE,,30061,[ND],,,,[ND],86.21Z,[ND],[ND],[ND],[ND],86.21Z,NAFRev2,98802268700012.0,"43.925623034, 4.26352318"
418514501,41851450100018,,14400,CROUAY,,14209,,,,,,01.42Z,,,,,01.42Z,NAFRev2,41851450100018.0,"49.272593, -0.807993"
981598659,98159865900010,,84000,AVIGNON,,84007,,,,,,56.10C,SAFIA GRILLADE,,,,56.10C,NAFRev2,98159865900010.0,"43.932203, 4.830563"
404606808,40460680800024,,24610,ST-MEARD-DE-GURCON,,24461,,,,,,68.20B,,,,,68.20B,NAFRev2,40460680800024.0,"44.905531, 0.18359"
981725401,98172540100013,,[ND],LONGUEVILLE,,77260,[ND],,,,[ND],70.21Z,[ND],[ND],[ND],[ND],70.21Z,NAFRev2,98172540100013.0,"48.514332832, 3.238094623"
532904786,53290478600011,4333ZZ,69100,VILLEURBANNE,,69266,,,,,,43.33Z,RESIPROSOL,,,,43.33Z,NAFRev2,53290478600011.0,"45.771441, 4.867468"
342527553,34252755300024,8219ZP,62620,RUITZ,,62727,,,,,,68.20B,,,,,68.20B,NAFRev2,34252755300024.0,"50.473199, 2.600743"
951511443,95151144300024,,06300,NICE,,06088,,,,,,55.20Z,,,,,55.20Z,NAFRev2,95151144300024.0,"43.69759, 7.276238"
934619081,93461908100011,,34500,BEZIERS,,34032,,,,,,47.99A,,,,,47.99A,NAFRev2,93461908100011.0,"43.355407, 3.227508"
403772700,40377270000015,,44330,VALLET,,44212,,,,,,01.21Z,,,,,01.21Z,NAFRev2,40377270000015.0,"47.195947, -1.242356"
538131954,53813195400017,,44260,BOUEE,,44019,,,,,,68.20B,SCI DES MARGATS,,,,68.20B,NAFRev2,53813195400017.0,"47.321017, -1.911461"
325837656,32583765600017,,[ND],BERGUES,,59067,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,32583765600017.0,"50.969104845, 2.433542253"
879965945,87996594500022,,29200,BREST,,29019,,,,,,69.20Z,INOZEN EXPERTISE,,,,69.20Z,NAFRev2,87996594500022.0,"48.399322, -4.480733"
807806849,80780684900012,,34120,TOURBES,,34311,,,,,,93.12Z,ASSOCIATION SPORTIVE SCOLAIRE - TOURBES,,,,93.12Z,NAFRev2,80780684900012.0,"43.444734, 3.377131"
927906636,92790663600018,,[ND],LUCE,,28218,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,92790663600018.0,"48.435135531, 1.452929463"
910225283,91022528300019,,,,AMSTERDAM,,,,,,,70.10Z,DAWN FOODS FROZEN FRANCE B.V.,,,,64.20Z,NAFRev2,91022528300019.0,
822915898,82291589800016,,57385,LAUDREFANG,,57386,,,,,,64.20Z,BAT ISOL GESTION,,,,64.20Z,NAFRev2,82291589800016.0,"49.084362, 6.641686"
953383981,95338398100016,,38350,SAINT-HONORE,,38396,,,,,PIZZ IN ALPES,56.10C,,,,,56.10C,NAFRev2,95338398100016.0,"44.970763, 5.820626"
477627871,47762787100023,,66000,PERPIGNAN,,66136,,,,,,68.20B,CLAVIN,,,,68.20B,NAFRev2,47762787100023.0,"42.661623, 2.884637"
411685332,41168533200016,,77500,CHELLES,,77108,,,,,,88.10A,AIDE A DOMICILE 77,,,,88.10A,NAFRev2,41168533200016.0,"48.878242, 2.586874"
507726370,50772637000012,,38090,VAULX-MILIEU,,38530,,,,,,93.12Z,JUDO CLUBS NORD ISERE,,,,93.12Z,NAFRev2,50772637000012.0,"45.614208, 5.183844"
527959951,52795995100023,,57000,METZ,,57463,,,,,,68.20B,POM-POM-PIDOU,,,,68.20B,NAFRev2,52795995100023.0,"49.107361, 6.180751"
399348432,39934843200010,,93470,COUBRON,,93015,,,,,,94.99Z,CITE DES JEUNES,,,,94.99Z,NAFRev2,39934843200010.0,"48.914732, 2.576439"
931972897,93197289700017,,[ND],MULSANNE,,72213,[ND],,,,[ND],96.09Z,[ND],[ND],[ND],[ND],96.09Z,NAFRev2,93197289700017.0,"47.918568212, 0.244005229"
818113862,81811386200028,,44850,SAINT-MARS-DU-DESERT,,44179,,,,,,68.20B,SCI PETOLAT,,,,68.20B,NAFRev2,81811386200028.0,"47.339351, -1.467554"
447982828,44798282800017,,13001,MARSEILLE,,13201,,,,,,68.20B,SARL LE SOLEIL,BRASSERIE LE SOLEIL,,,68.20B,NAFRev2,44798282800017.0,"43.294818, 5.374718"
383011293,38301129300032,9524ZZ,61150,SEVRAI,,61473,,,,,,46.69C,LA HUCHE A PAIN,,,,46.69C,NAFRev2,38301129300032.0,"48.713446, -0.131509"
902957406,90295740600017,,[ND],CARQUEFOU,,44026,[ND],,,,[ND],74.20Z,[ND],[ND],[ND],[ND],74.20Z,NAFRev2,90295740600017.0,"47.301796359, -1.472132601"
880125042,88012504200015,,17138,PUILBOREAU,,17291,,,,,,68.20B,O2MB,,,,68.20B,NAFRev2,88012504200015.0,"46.176935, -1.134278"
448646265,44864626500018,,23190,BELLEGARDE-EN-MARCHE,,23020,,,,,,68.20A,SCI BELLEGARDE,,,,68.20A,NAFRev2,44864626500018.0,"45.981797, 2.296019"
920911013,92091101300018,4932ZA,94700,MAISONS-ALFORT,,94046,,,,,,49.32Z,,,,,49.32Z,NAFRev2,92091101300018.0,"48.806596, 2.454199"
940566722,94056672200010,,34790,GRABELS,,34116,,,,,,71.11Z,,,,,71.11Z,NAFRev2,94056672200010.0,"43.645763, 3.830139"
979471018,97947101800031,,91120,PALAISEAU,,91477,,,,,,86.90E,,,,,86.90E,NAFRev2,97947101800031.0,"48.705748, 2.212355"
215700303,21570030300013,,57680,ARRY,,57030,,,,,,84.11Z,COMMUNE D ARRY,,,,84.11Z,NAFRev2,21570030300013.0,"48.99545, 6.058395"
947708582,94770858200012,,24400,SOURZAC,,24543,,,,,,96.09Z,,,,,96.09Z,NAFRev2,94770858200012.0,"45.066638, 0.401231"
879289320,87928932000027,,[ND],WAHAGNIES,,59630,[ND],,,,[ND],49.41A,[ND],[ND],[ND],[ND],49.41A,NAFRev2,87928932000027.0,"50.483750462, 3.029793344"
899322309,89932230900019,,59200,TOURCOING,,59599,,,,,ALEXANDRE ANTHONY,70.21Z,,,,,70.21Z,NAFRev2,89932230900019.0,"50.709552, 3.16719"
832016984,83201698400011,,60350,VIEUX-MOULIN,,60674,,,,,,86.90F,,,,,86.90F,NAFRev2,83201698400011.0,"49.391047, 2.930918"
499284735,49928473500010,,75003,PARIS,,75103,,,,,,68.20B,SCI 62 LIBERATION,,,,68.20B,NAFRev2,49928473500010.0,"48.862535, 2.365826"
980787865,98078786500016,,[ND],LA ROCHELLE,,17300,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,98078786500016.0,"46.16242109, -1.17347872"
881977060,88197706000022,,83440,SAINT-PAUL-EN-FORET,,83117,,,,,AIRLG.CLIMATISATION,43.22B,,,,,43.22B,NAFRev2,88197706000022.0,"43.572535, 6.694227"
498427038,49842703800019,,[ND],PARIS,,75112,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,49842703800019.0,"48.834961802, 2.421385379"
337842637,33784263700023,,33520,BRUGES,,33075,,,,,,43.99D,,,,,43.99D,NAFRev2,33784263700023.0,"44.881404, -0.626155"
400435525,40043552500011,,75020,PARIS,,75120,,,,,,90.01Z,THEATRE PRESENT,,,,90.01Z,NAFRev2,40043552500011.0,"48.856652, 2.395572"
939316907,93931690700012,,50400,GRANVILLE,,50218,,,,,GRANVILLE KEBAB FOOD,56.10C,A. S. A. FOOD,,,,56.10C,NAFRev2,93931690700012.0,"48.837954, -1.584544"
343067013,34306701300015,,56150,SAINT-BARTHELEMY,,56207,,,,,,01.41Z,EARL DES BRUYERES,,,,01.41Z,NAFRev2,34306701300015.0,"47.942268, -3.063163"
513561316,51356131600011,,54470,VIEVILLE-EN-HAYE,,54564,,,,,,68.20B,SCI LE TREY,,,,68.20B,NAFRev2,51356131600011.0,"48.942785, 5.929"
421677485,42167748500052,,75011,PARIS,,75111,,,,,,68.20B,SCI JOST,,,,68.20B,NAFRev2,42167748500052.0,"48.860824, 2.378938"
490866639,49086663900027,,86100,CHATELLERAULT,,86066,,,,,,64.20Z,FINANCIERE TABARY,,,,64.20Z,NAFRev2,49086663900027.0,"46.820393, 0.545463"
411300247,41130024700045,,51370,SAINT-BRICE-COURCELLES,,51474,,,,,,68.20B,SCI MAURENCIENNE,,,,68.20B,NAFRev2,41130024700045.0,"49.277978, 4.003412"
940892680,94089268000015,,49070,BEAUCOUZE,,49020,,,,,,94.99Z,ASSOCIATION DES HABITANTS DE LA GRANGE AUX BELLES,,,,94.99Z,NAFRev2,94089268000015.0,"47.474363, -0.631739"
923022677,92302267700010,,,,10587 BERLIN,,,,,,,62.01Z,EPIKUR SOFTWARE GMBH UND CO KG,,,,62.01Z,NAFRev2,92302267700010.0,
801440884,80144088400014,,94800,VILLEJUIF,,94076,,,,,,90.02Z,SLOWBAL,,,,90.02Z,NAFRev2,80144088400014.0,"48.795674, 2.366884"
793995911,79399591100013,,22110,ROSTRENEN,,22266,,,,,,94.99Z,DIV YEZH ROSTRENN,,,,94.99Z,NAFRev2,79399591100013.0,"48.234027, -3.317842"
422840389,42284038900023,,34130,LANSARGUES,,34127,,,,,,93.12Z,CLUB TAURIN LOU GARRO,,,,93.12Z,NAFRev2,42284038900023.0,"43.652704, 4.073976"
490707205,49070720500012,,97150,SAINT MARTIN,,97801,,,,,,94.99Z,L ESPRIT DE CONCORDIA SPIRIT OF CONCORDIA,,,,94.99Z,NAFRev2,49070720500012.0,"18.070227, -63.085988"
911790145,91179014500013,,[ND],MORVILLERS-SAINT-SATURNIN,,80573,[ND],,,,[ND],47.99A,[ND],[ND],[ND],[ND],47.99A,NAFRev2,91179014500013.0,"49.778731195, 1.815822336"
828201665,82820166500019,,[ND],BELFORT,,90010,[ND],,,,[ND],96.09Z,[ND],[ND],[ND],[ND],96.09Z,NAFRev2,82820166500019.0,"47.64696911, 6.845198706"
783712383,78371238300018,,59000,LILLE,,59350,,,,,,94.99Z,ASS AMICALE ETUDIANT PHARMACIE,,,,94.99Z,NAFRev2,78371238300018.0,"50.605073, 3.039428"
999990120,99999012000019,,75007,PARIS,,75107,,,,,,56.10A,CAISSE D'AMORTISSEMENT POUR L'ACIER,,,,56.10A,NAFRev2,99999012000019.0,"48.859084, 2.328006"
992749366,99274936600017,,[ND],VILLE-LA-GRAND,,74305,[ND],,,,[ND],46.19B,[ND],[ND],[ND],[ND],46.19B,NAFRev2,99274936600017.0,"46.204927596, 6.261144256"
447752213,44775221300028,4321AB,61110,SAINT-GERMAIN-DES-GROIS,,61395,,,,,,43.21A,HUARD,,,,43.21A,NAFRev2,44775221300028.0,"48.394927, 0.798607"
932550999,93255099900019,,81430,BELLEGARDE-MARSAL,,81026,,,,,FPTRAINER,85.51Z,,,,,85.51Z,NAFRev2,93255099900019.0,"43.924163, 2.274529"
388989212,38898921200013,,13005,MARSEILLE,,13205,,,,,,90.02Z,ASSOC VUE SUR LA MER,,,,90.02Z,NAFRev2,38898921200013.0,"43.290052, 5.390645"
352129100,35212910000025,,37000,TOURS,,37261,,,,,,86.23Z,,,,,86.23Z,NAFRev2,35212910000025.0,"47.391608, 0.67003"
315749523,31574952300017,4520AB,46500,GRAMAT,,46128,,,,,,45.11Z,GARAGE ZENONI SARL,AGENT OPEL,,,45.11Z,NAFRev2,31574952300017.0,"44.786612, 1.716445"
839338803,83933880300019,,48000,MENDE,,48095,,,,,,93.29Z,POLE CLUB,,,,93.29Z,NAFRev2,83933880300019.0,"44.518055, 3.500339"
920015906,92001590600018,,56800,PLOERMEL,,56165,,,,,DIAGNOSTICS 56,71.20B,DIAGNOSTICS 56,,,,71.20B,NAFRev2,92001590600018.0,"47.932432, -2.388399"
481747483,48174748300032,,74100,ANNEMASSE,,74012,,,,,ART'TERRES,23.41Z,,,,,23.41Z,NAFRev2,48174748300032.0,"46.196431, 6.239556"
451389514,45138951400014,,97139,LES ABYMES,,97101,,,,,,49.41B,COOPERATIVE DU SOLEIL,,,,49.41B,NAFRev2,45138951400014.0,"16.244976, -61.529183"
945002285,94500228500019,,[ND],LE PRE-SAINT-GERVAIS,,93061,[ND],,,,[ND],62.01Z,[ND],[ND],[ND],[ND],62.01Z,NAFRev2,94500228500019.0,"48.884753073, 2.405680234"
919478305,91947830500015,,49420,OMBREE D'ANJOU,,49248,,,,,MARIELLE DECORMON YOGA ET RELAXATION,93.29Z,,,,,93.29Z,NAFRev2,91947830500015.0,"47.741523, -1.17914"
784082042,78408204200036,,[ND],MARSEILLE,,13212,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,78408204200036.0,"43.308023858, 5.439626749"
491372421,49137242100017,,06200,NICE,,06088,,,,,,68.20B,SCI SACHALEA,,,,68.20B,NAFRev2,49137242100017.0,"43.684449, 7.22632"
520552118,52055211800017,4399CZ,86330,SAINT-JEAN-DE-SAUVES,,86225,,,,,,43.99C,,,,,43.99C,NAFRev2,52055211800017.0,"46.860473, 0.135897"
938602596,93860259600018,,84210,VENASQUE,,84143,,,,,,43.99C,EURL ATELIER HABITAT,,,,43.99C,NAFRev2,93860259600018.0,"44.014163, 5.137525"
894779081,89477908100021,,92260,FONTENAY-AUX-ROSES,,92032,,,,,,93.29Z,,,,,93.29Z,NAFRev2,89477908100021.0,"48.793929, 2.282032"
933303232,93330323200013,,34110,FRONTIGNAN,,34108,,,,,,64.20Z,NICOLAS PLASSE,,,,64.20Z,NAFRev2,93330323200013.0,"43.433691, 3.778169"
917544991,91754499100032,,75017,PARIS,,75117,,,,,,64.20Z,MYVETDEV 2,,,,64.20Z,NAFRev2,91754499100032.0,"48.889459, 2.313389"
849551452,84955145200014,,[ND],THEDIRAC,,46316,[ND],,,,[ND],47.99A,[ND],[ND],[ND],[ND],47.99A,NAFRev2,84955145200014.0,"44.599449127, 1.320455436"
850988106,85098810600017,,75008,PARIS,,75108,,,,,,68.20B,PRONY,,,,68.20B,NAFRev2,85098810600017.0,"48.870519, 2.303163"
929325199,92932519900016,,34500,BEZIERS,,34032,,,,,,93.29Z,BASTIDE SEBASSAND,,,,93.29Z,NAFRev2,92932519900016.0,"43.34513, 3.179188"
931257653,93125765300010,,92120,MONTROUGE,,92049,,,,,SEVY,81.21Z,,,,,81.21Z,NAFRev2,93125765300010.0,"48.811774, 2.326566"
479514093,47951409300026,,77290,MITRY-MORY,,77294,,,,,ADEVA,46.43Z,ADEVA,PRIXTOUTCOMPRIS,,,46.43Z,NAFRev2,47951409300026.0,"48.971957, 2.639125"
505360255,50536025500010,,06500,MENTON,,06083,,,,,,68.20B,SOCIETE CIVILE IMMOBILIER KINDOU,,,,68.20B,NAFRev2,50536025500010.0,"43.776142, 7.504709"
344936661,34493666100042,,89000,AUXERRE,,89024,,,,,,68.20A,SCI DU CARRE DU TEMPLE,,,,68.20A,NAFRev2,34493666100042.0,"47.793822, 3.569045"
907811004,90781100400015,,35137,PLEUMELEUC,,35227,,,,,,93.12Z,JPRN AUTOCROSS,,,,93.12Z,NAFRev2,90781100400015.0,"48.172366, -1.913007"
840778625,84077862500029,,[ND],STRASBOURG,,67482,[ND],,,,[ND],86.90F,[ND],[ND],[ND],[ND],86.90F,NAFRev2,84077862500029.0,"48.571264767, 7.767760817"
538670050,53867005000011,,97660,BANDRELE,,97603,,,,,,94.99Z,FIKIRA DJEMA DE NYAMBADAO,,,,94.99Z,NAFRev2,53867005000011.0,"-12.893262, 45.201748"
890775786,89077578600019,,10130,SAINT-PHAL,,10359,,,,,,94.99Z,CAMPUS GUILGAL,,,,94.99Z,NAFRev2,89077578600019.0,"48.12059, 3.996408"
834676439,83467643900021,1413ZG,93300,AUBERVILLIERS,,93001,,,,,,14.13Z,NUANCE TEXTILE,,,,14.13Z,NAFRev2,83467643900021.0,"48.906989, 2.375984"
489584888,48958488800015,,75020,PARIS,,75120,,,,,,68.20B,ZARIS,,,,68.20B,NAFRev2,48958488800015.0,"48.874634, 2.388116"
392247011,39224701100027,,35300,FOUGERES,,35115,,,,,,35.11Z,,GERANT SARL COUDRAY,,,35.11Z,NAFRev2,39224701100027.0,"48.355141, -1.200032"
792540650,79254065000019,,68140,MUNSTER,,68226,,,,,,68.20B,SCI EASY ET ASSOCIES,,,,68.20B,NAFRev2,79254065000019.0,"48.041416, 7.135209"
812161511,81216151100017,,97434,SAINT-PAUL,,97415,,,,,,68.20B,LA SMALA,,,,68.20B,NAFRev2,81216151100017.0,"-21.03024, 55.230659"
979376795,97937679500022,,35150,AMANLIS,,35002,,,,,,47.91B,,,,,47.91B,NAFRev2,97937679500022.0,"47.979476, -1.47732"
834306482,83430648200011,3832ZB,69200,VENISSIEUX,,69259,,,,,,38.22Z,TERENVIE,,,,38.22Z,NAFRev2,83430648200011.0,"45.716058, 4.861759"
999007974,99900797400010,,64600,ANGLET,,64024,,,,,,94.99Z,LES CLES POUR DEUX MAINS,,,,94.99Z,NAFRev2,99900797400010.0,"43.47994, -1.507188"
514877208,51487720800017,9602AA,31270,CUGNAUX,,31157,,,,,,96.02A,LORELIO,,,,96.02A,NAFRev2,51487720800017.0,"43.557295, 1.364853"
799879168,79987916800018,,97660,BANDRELE,,97603,,,,,,47.51Z,,,,,47.51Z,NAFRev2,79987916800018.0,"-12.90952, 45.194406"
820094423,82009442300028,,33800,BORDEAUX,,33063,,,,,,70.21Z,,,,,70.21Z,NAFRev2,82009442300028.0,"44.82325, -0.566731"
927577643,92757764300012,,33500,LIBOURNE,,33243,,,,,EXPRESS DELIVERY,53.20Z,,,,,53.20Z,NAFRev2,92757764300012.0,"44.905161, -0.223445"
943090969,94309096900016,,69160,TASSIN-LA-DEMI-LUNE,,69244,,,,,MAUDE IMBERT,96.04Z,,,,,96.04Z,NAFRev2,94309096900016.0,"45.766258, 4.743487"
890255094,89025509400017,,77410,ANNET-SUR-MARNE,,77005,,,,,,68.20B,CHALUVAL,,,,68.20B,NAFRev2,89025509400017.0,"48.925521, 2.721642"
481743623,48174362300011,,33230,COUTRAS,,33138,,,,,,93.29Z,,,,,93.29Z,NAFRev2,48174362300011.0,"45.035501, -0.129129"
499964096,49996409600089,,[ND],AVRILLE,,85010,[ND],,,,[ND],86.21Z,[ND],[ND],[ND],[ND],86.21Z,NAFRev2,49996409600089.0,"46.474412492, -1.495172045"
490639663,49063966300023,,50550,SAINT-VAAST-LA-HOUGUE,,50562,,,,,,55.20Z,,,,,55.20Z,NAFRev2,49063966300023.0,"49.587886, -1.266141"
