SIREN,SIRET,Activité principale de l'établissement,Code postal de l'établissement,Commune de l'établissement,Libellé de la commune de l'établissement à l'étranger,Code commune de l'établissement,Code postal de l'établissement 2,Libellé de la commune de l'établissement 2,Libellé de la commune de l'établissement étranger 2,Code de la commune de l'établissement 2,Dénomination usuelle de l'établissement,Activité principale de l'établissement.1,Dénomination de l'unité légale,Dénomination usuelle de l'unité légale 1,Dénomination usuelle de l'unité légale 2,Dénomination usuelle de l'unité légale 3,Activité principale de l'unité légale,Nomenclature de l'activité principale de l'unité légale,SIRET du siège de l'unité légale,Géolocalisation de l'établissement
498102417,49810241700025,,25500,MORTEAU,,25411,,,,,,68.20A,,,,,68.20A,NAFRev2,49810241700025.0,"47.058626, 6.606917"
840467419,84046741900015,,14000,CAEN,,14118,,,,,,68.20B,S.C.I. LEKA,,,,68.20B,NAFRev2,84046741900015.0,"49.197106, -0.357985"
519510127,51951012700011,,93160,NOISY-LE-GRAND,,93051,,,,,,81.21Z,,,,,81.21Z,NAFRev2,51951012700011.0,"48.847399, 2.54532"
919839761,91983976100013,,76000,ROUEN,,76540,,,,,,94.99Z,COLLECTIF MAISON DES ASSOCIATIONS ET DE LA SOLIDARITE,,,,94.99Z,NAFRev2,91983976100013.0,"49.445642, 1.078154"
991294448,99129444800014,,60480,LA NEUVILLE-SAINT-PIERRE,,60457,,,,,,94.99Z,COMITE DES FETES,,,,94.99Z,NAFRev2,99129444800014.0,"49.529223, 2.203191"
942604497,94260449700019,,69460,SAINT-ETIENNE-DES-OULLIERES,,69197,,,,,EMMANUEL CLEMENT,82.99Z,,,,,82.99Z,NAFRev2,94260449700019.0,"46.064236, 4.652287"
534404140,53440414000012,,91330,YERRES,,91691,,,,,,62.01Z,PROFMANAGER,PROFMANAGER.FR,,,62.01Z,NAFRev2,53440414000012.0,"48.711418, 2.483281"
389290552,38929055200022,,77390,OZOUER-LE-VOULGIS,,77352,,,,,,01.11Z,EARL BILLARD,,,,01.11Z,NAFRev2,38929055200022.0,"48.669999, 2.776585"
901073189,90107318900010,,28240,MEAUCE,,28240,,,,,,01.42Z,,,,,01.42Z,NAFRev2,90107318900010.0,"48.491504, 0.972817"
450979661,45097966100011,,[ND],PONTCHATEAU,,44129,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,45097966100011.0,"47.433756002, -2.095371286"
900259250,90025925000018,,17200,ROYAN,,17306,,,,,,45.11Z,,,,,45.11Z,NAFRev2,90025925000018.0,"45.641721, -1.046116"
810197632,81019763200013,,34280,LA GRANDE-MOTTE,,34344,,,,,,68.20A,,,,,68.20A,NAFRev2,81019763200013.0,"43.559768, 4.08985"
803484203,80348420300051,,85460,L'AIGUILLON-LA-PRESQU'ILE,,85001,,,,,,86.90D,,,,,86.90D,NAFRev2,80348420300051.0,"46.332861, -1.322788"
482143229,48214322900011,,19100,BRIVE-LA-GAILLARDE,,19031,,,,,,94.99Z,LA MAIN SUR LE COEUR,,,,94.99Z,NAFRev2,48214322900011.0,"45.156248, 1.548492"
389318874,38931887400010,,70200,LURE,,70310,,,,,,68.20B,SCI SIDEAC,,,,68.20B,NAFRev2,38931887400010.0,"47.676409, 6.502399"
890890825,89089082500015,,91160,BALLAINVILLIERS,,91044,,,,,MORARU MARIAN,43.29A,,,,,43.29A,NAFRev2,89089082500015.0,"48.67327, 2.280876"
752078824,75207882400014,,75015,PARIS,,75115,,,,,,90.03A,,,,,90.03A,NAFRev2,75207882400014.0,"48.846071, 2.278469"
921030839,92103083900010,,59000,LILLE,,59350,,,,,,68.20A,RAVASSARD/RIVIER INDIVISION,,,,68.20A,NAFRev2,92103083900010.0,"50.632632, 3.00575"
318102001,31810200100043,,11300,LIMOUX,,11206,,,,,,66.30Z,ETABLISSEMENTS JEAN VAQUIE ET FILS,,,,66.30Z,NAFRev2,31810200100043.0,"43.048671, 2.220388"
898831516,89883151600015,4334ZC,87320,VAL-D'OIRE-ET-GARTEMPE,,87028,,,,,,43.34Z,AUGRY SEBASTIEN,,,,43.34Z,NAFRev2,89883151600015.0,"46.237989, 0.90732"
255200206,25520020600019,,52230,ECHENAY,,52181,,,,,,84.12Z,SYNDICAT DES EAUX DE LA REGION D'ECHENAY,,,,84.12Z,NAFRev2,25520020600019.0,"48.463126, 5.309023"
450781711,45078171100012,,75015,PARIS,,75115,,,,,,16.29Z,SWIFT TEST LIMITED,HABITAT BOIS ET LUMIERE,,,16.29Z,NAFRev2,45078171100012.0,"48.836986, 2.300543"
437912694,43791269400050,,[ND],FONT-ROMEU-ODEILLO-VIA,,66124,[ND],,,,[ND],43.22A,[ND],[ND],[ND],[ND],43.22A,NAFRev2,43791269400050.0,"42.51303743, 2.026997961"
831221999,83122199900012,8129BP,17360,SAINT-AIGULIN,,17309,,,,,JARDINS AZUR,81.30Z,,,,,81.30Z,NAFRev2,83122199900012.0,"45.182557, -0.017564"
888924867,88892486700011,,75007,PARIS,,75107,,,,,,68.20B,SCI L'HERBAGE,,,,68.20B,NAFRev2,88892486700011.0,"48.860626, 2.300826"
332918846,33291884600020,,06300,NICE,,06088,,,,,,43.99C,CAROLI BAT FRANCE,,,,43.99C,NAFRev2,33291884600020.0,"43.697131, 7.283483"
480063932,48006393200010,,15600,MAURS,,15122,,,,,,01.42Z,,,,,01.42Z,NAFRev2,48006393200010.0,"44.701995, 2.178528"
987617057,98761705700011,,14310,LANDES-SUR-AJON,,14353,,,,,SB CLEANAUTO,45.20A,,,,,45.20A,NAFRev2,98761705700011.0,"49.075647, -0.583833"
979898418,97989841800012,,[ND],VAL-AU-PERCHE,,61484,[ND],,,,[ND],01.49Z,[ND],[ND],[ND],[ND],01.49Z,NAFRev2,97989841800012.0,"48.281678719, 0.700116021"
512788969,51278896900016,,02490,JEANCOURT,,02390,,,,,F2A - FORMATION POUR ADULTES ET APPRENTIS,85.59A,,,,,85.59A,NAFRev2,51278896900016.0,"49.925778, 3.147187"
518191499,51819149900012,,64990,VILLEFRANQUE,,64558,,,,,,25.99B,,,,,25.99B,NAFRev2,51819149900012.0,"43.460573, -1.462863"
840710081,84071008100018,,63510,AULNAT,,63019,,,,,,41.10A,MO CONCEPTION,,,,41.10A,NAFRev2,84071008100018.0,"45.794328, 3.159497"
482353885,48235388500031,4399CZ,83860,NANS-LES-PINS,,83087,,,,,,43.99C,,ENTREPRISE ARTISANALE PALERMO,,,43.99C,NAFRev2,48235388500031.0,"43.362603, 5.781234"
983056995,98305699500019,,72000,LE MANS,,72181,,,,,,53.20Z,,,,,53.20Z,NAFRev2,98305699500019.0,"48.018966, 0.181383"
531942639,53194263900034,,[ND],ASNIERES-LA-GIRAUD,,17022,[ND],,,,[ND],46.19B,[ND],[ND],[ND],[ND],46.19B,NAFRev2,53194263900034.0,"45.893610948, -0.511486134"
799262209,79926220900015,,69380,DOMMARTIN,,69076,,,,,,64.30Z,FINANCIERE JASON,,,,64.30Z,NAFRev2,79926220900015.0,"45.830545, 4.705529"
582069217,58206921700047,,93120,LA COURNEUVE,,93027,,,,,,68.20A,COMPAGNIE COMMERCIALE MARITIME,,,,68.20A,NAFRev2,58206921700047.0,"48.934096, 2.412592"
801785403,80178540300032,,84300,CAVAILLON,,84035,,,,,,81.21Z,,,,,81.21Z,NAFRev2,80178540300032.0,"43.849311, 5.045108"
904904182,90490418200014,4332AB,34080,MONTPELLIER,,34172,,,,,,43.32A,,,,,43.32A,NAFRev2,90490418200014.0,"43.628752, 3.822089"
390267987,39026798700027,,37390,METTRAY,,37152,,,,,,68.20B,SCI LOCA BOX,,,,68.20B,NAFRev2,39026798700027.0,"47.459108, 0.674379"
530650209,53065020900014,,11430,GRUISSAN,,11170,,,,,,68.20B,NEW HORIZON,,,,68.20B,NAFRev2,53065020900014.0,"43.114137, 3.11832"
983812926,98381292600019,,[ND],PARIS,,75116,[ND],,,,[ND],85.59B,[ND],[ND],[ND],[ND],85.59B,NAFRev2,98381292600019.0,"48.860373457, 2.261967959"
939137261,93913726100011,,97400,SAINT-DENIS,,97411,,,,,TRANSMM,53.20Z,,,,,53.20Z,NAFRev2,93913726100011.0,"-20.890602, 55.457671"
985159722,98515972200018,,88100,SAINT-DIE-DES-VOSGES,,88413,,,,,,68.20A,IND GANAYE,,,,68.20A,NAFRev2,98515972200018.0,"48.276722, 6.949152"
943369363,94336936300016,,59920,QUIEVRECHAIN,,59484,,,,,,35.11Z,,,,,35.11Z,NAFRev2,94336936300016.0,"50.395852, 3.662488"
523065886,52306588600013,,74200,MARIN,,74166,,,,,,43.31Z,ROMAIN MUSSET,RM RENOVATION,,,43.31Z,NAFRev2,52306588600013.0,"46.380932, 6.525705"
897567236,89756723600012,,[ND],MONTGERON,,91421,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,89756723600012.0,"48.695361532, 2.461939706"
935335737,93533573700018,,99,,JINGZHOU,,,,,,,47.91A,HONGHUSHIMANDEENSHANGMAOYOUXIANGONGSI,,,,47.91A,NAFRev2,93533573700018.0,
895277572,89527757200056,,[ND],BAYONNE,,64102,[ND],,,,[ND],70.21Z,[ND],[ND],[ND],[ND],70.21Z,NAFRev2,89527757200056.0,"43.492328407, -1.466026395"
799579271,79957927100013,,31290,VILLEFRANCHE-DE-LAURAGAIS,,31582,,,,,,86.90F,,,,,86.90F,NAFRev2,79957927100013.0,"43.401832, 1.71582"
343377669,34337766900027,4399CZ,83740,LA CADIERE-D'AZUR,,83027,,,,,MARTIN XAVIER,43.99C,,,,,43.99C,NAFRev2,34337766900027.0,"43.194755, 5.75721"
522978568,52297856800015,,75016,PARIS,,75116,,,,,,68.20B,SCI EXELTOVA,,,,68.20B,NAFRev2,52297856800015.0,"48.842344, 2.262233"
428118566,42811856600010,,[ND],GRAYAN ET L'HOPITAL,,33193,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,42811856600010.0,"45.435054876, -1.108678485"
318536943,31853694300042,3312ZA,39570,QUINTIGNY,,39447,,,,,L'ATELIER DU FINAGE,33.12Z,,ATELIER DU FINAGE,,,33.12Z,NAFRev2,31853694300042.0,"46.734264, 5.519123"
325192573,32519257300039,4399CZ,30330,TRESQUES,,30331,,,,,,43.99C,SOCIETE TRESQUOISE DE CONSTRUCTION SAURY,,,,43.99C,NAFRev2,32519257300039.0,"44.127876, 4.601037"
943757237,94375723700012,,[ND],ARGENTEUIL,,95018,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,94375723700012.0,"48.951531886, 2.240388744"
319098786,31909878600035,,77370,NANGIS,,77327,,,,,,68.20B,GFA TERRE DE BRIE,,,,68.20B,NAFRev2,31909878600035.0,"48.555299, 3.011481"
979981800,97998180000019,,62000,ARRAS,,62041,,,,,LES PEINTURES ARRAGEOISES,43.34Z,,,,,43.34Z,NAFRev2,97998180000019.0,"50.280679, 2.788752"
751946773,75194677300049,,01450,SERRIERES-SUR-AIN,,01404,,,,,HARMONY EQUILIBRE EQUESTRE,01.62Z,,,,,01.62Z,NAFRev2,75194677300049.0,"46.150931, 5.458768"
218804649,21880464900018,,88460,TENDON,,88464,,,,,,84.11Z,COMMUNE DE TENDON,,,,84.11Z,NAFRev2,21880464900018.0,"48.121392, 6.67904"
494925290,49492529000012,,76400,FECAMP,,76259,,,,,,94.99Z,FECAMP BRIDGE,,,,94.99Z,NAFRev2,49492529000012.0,"49.755065, 0.377282"
488933730,48893373000019,,75018,PARIS,,75118,,,,,,90.01Z,,,,,90.01Z,NAFRev2,48893373000019.0,"48.887153, 2.33268"
992410258,99241025800014,,[ND],PARIS,,75114,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,99241025800014.0,"48.829262233, 2.326537267"
488131152,48813115200024,,30000,NIMES,,30189,,,,,,68.20B,LOU SELEN,,,,68.20B,NAFRev2,48813115200024.0,"43.837881, 4.393025"
908974082,90897408200012,4332AA,38790,CHARANTONNAY,,38081,,,,,,43.32A,MENUISERIE REYMOND LAURENT,,,,43.32A,NAFRev2,90897408200012.0,"45.536242, 5.109632"
851050807,85105080700011,,[ND],HUILLE-LEZIGNE,,49174,[ND],,,,[ND],47.99A,[ND],[ND],[ND],[ND],47.99A,NAFRev2,85105080700011.0,"47.647663698, -0.302153771"
383138823,38313882300034,,06570,SAINT-PAUL-DE-VENCE,,06128,,,,,,90.03A,,,,,90.03A,NAFRev2,38313882300034.0,"43.694174, 7.115567"
885222554,88522255400010,9602AB,67820,WITTISHEIM,,67547,,,,,ELLE'COIFFE,96.02A,,,,,96.02A,NAFRev2,88522255400010.0,"48.258826, 7.593476"
890939325,89093932500027,,93150,LE BLANC-MESNIL,,93007,,,,,,70.22Z,,,,,70.22Z,NAFRev2,89093932500027.0,"48.946517, 2.436642"
991105792,99110579200014,,27370,TOURVILLE-LA-CAMPAGNE,,27654,,,,,,70.10Z,NAKURU,,,,00.00Z,NAFRev2,99110579200014.0,"49.243734, 0.902545"
989388707,98938870700014,,[ND],JUVISY-SUR-ORGE,,91326,[ND],,,,[ND],53.20Z,[ND],[ND],[ND],[ND],53.20Z,NAFRev2,98938870700014.0,"48.691854518, 2.37366453"
391225604,39122560400035,,64220,SAINT-JEAN-PIED-DE-PORT,,64485,,,,,,86.21Z,,,,,86.21Z,NAFRev2,39122560400035.0,"43.166246, -1.237471"
800065724,80006572400034,,59000,LILLE,,59350,,,,,,68.20B,SAMA,,,,68.20B,NAFRev2,80006572400034.0,"50.63215, 3.052843"
848900916,84890091600034,,75008,PARIS,,75108,,,,,,58.11Z,EUCLIDE EDITIONS,,,,58.11Z,NAFRev2,84890091600034.0,"48.871243, 2.304158"
992832824,99283282400013,,[ND],PARIS,,75119,[ND],,,,[ND],86.90E,[ND],[ND],[ND],[ND],86.90E,NAFRev2,99283282400013.0,"48.88705158, 2.384821877"
532837838,53283783800012,,11000,CARCASSONNE,,11069,,,,,,68.20B,SCI CAPITOLE,SCI CAPITOLE,,,68.20B,NAFRev2,53283783800012.0,"43.211628, 2.357756"
534646450,53464645000021,,30250,SOMMIERES,,30321,,,,,VAL NETTOYAGE,96.01B,,,,,96.01B,NAFRev2,53464645000021.0,"43.783205, 4.080805"
352930523,35293052300019,,67480,RŒSCHWOOG,,67405,,,,,,47.73Z,SNC PHARMACIE BURLET,PHARMACIE DE LA ROSE,,,47.73Z,NAFRev2,35293052300019.0,"48.829529, 8.03792"
841101926,84110192600019,,81400,CARMAUX,,81060,,,,,,47.99A,,,,,47.99A,NAFRev2,84110192600019.0,"44.045779, 2.158127"
439932641,43993264100012,,73130,SAINT FRANCOIS LONGCHAMP,,73235,,,,,,68.20B,EVEREST 3000,,,,68.20B,NAFRev2,43993264100012.0,"45.400064, 6.337918"
989519251,98951925100015,,75015,PARIS,,75115,,,,,,49.32Z,H'ART TRANSPORT,,,,49.32Z,NAFRev2,98951925100015.0,"48.838062, 2.289188"
981236094,98123609400018,,[ND],ASTAFFORT,,47015,[ND],,,,[ND],13.10Z,[ND],[ND],[ND],[ND],13.10Z,NAFRev2,98123609400018.0,"44.064616182, 0.657926343"
978662245,97866224500023,5610CQ,13013,MARSEILLE 13EME,,13213,,,,,,56.10C,,,,,56.10C,NAFRev2,97866224500023.0,"43.364059, 5.437212"
992608356,99260835600018,,31270,VILLENEUVE-TOLOSANE,,31588,,,,,,43.99C,B&N RENOVATION,,,,43.99C,NAFRev2,99260835600018.0,"43.522671, 1.34897"
519621494,51962149400037,,75008,PARIS,,75108,,,,,,69.10Z,,,,,69.10Z,NAFRev2,51962149400037.0,"48.875411, 2.297243"
924755374,92475537400015,,[ND],SAINT-SAULVE,,59544,[ND],,,,[ND],86.21Z,[ND],[ND],[ND],[ND],86.21Z,NAFRev2,92475537400015.0,"50.375452823, 3.56628729"
914725262,91472526200028,,69360,COMMUNAY,,69272,,,,,,47.81Z,,,,,47.81Z,NAFRev2,91472526200028.0,"45.606299, 4.834053"
827609280,82760928000017,,75009,PARIS,,75109,,,,,,68.20B,SCI RUBIS LIEGE,,,,68.20B,NAFRev2,82760928000017.0,"48.881348, 2.331673"
944667765,94466776500019,,93300,AUBERVILLIERS,,93001,,,,,,68.20A,INDIVISION FLAYOL LACHIHEB,,,,68.20A,NAFRev2,94466776500019.0,"48.918636, 2.378783"
503294894,50329489400020,,91000,EVRY-COURCOURONNES,,91228,,,,,,86.22C,SELARL PIERRE BAILLY,,,,86.22C,NAFRev2,50329489400020.0,"48.630861, 2.449848"
334559283,33455928300042,,93270,SEVRAN,,93071,,,,,,46.69C,IN SITU,,,,46.69C,NAFRev2,33455928300042.0,"48.943811, 2.529314"
832031041,83203104100011,4120AZ,77400,LAGNY-SUR-MARNE,,77243,,,,,HOME RENOVATION,41.20A,CENGIZ & HOME,,,,41.20A,NAFRev2,83203104100011.0,"48.877167, 2.703209"
919291955,91929195500012,,13005,MARSEILLE,,13205,,,,,,82.99Z,,,,,82.99Z,NAFRev2,91929195500012.0,"43.292728, 5.406848"
919711648,91971164800015,9602AB,[ND],ANGLIERS,,17009,[ND],,,,[ND],96.02A,[ND],[ND],[ND],[ND],96.02A,NAFRev2,91971164800015.0,"46.206140183, -0.948797569"
437790009,43779000900017,,59000,LILLE,,59350,,,,,,68.20A,L'ARCHE M.N,,,,68.20A,NAFRev2,43779000900017.0,"50.623765, 3.062689"
484856455,48485645500031,4331ZB,45620,CERDON,,45063,,,,,RENOVATION SERVICE BATIMENT,43.31Z,,,,,43.31Z,NAFRev2,48485645500031.0,"47.634814, 2.358378"
349003095,34900309500073,,[ND],CHAUMONT-SUR-THARONNE,,41046,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,34900309500073.0,"47.613829918, 1.923032592"
889809737,88980973700014,,95120,ERMONT,,95219,,,,,,70.22Z,VIRBIO CONSULTING,,,,70.22Z,NAFRev2,88980973700014.0,"48.984008, 2.256378"
949419469,94941946900026,,[ND],COLMAR,,68066,[ND],,,,[ND],81.21Z,[ND],[ND],[ND],[ND],81.21Z,NAFRev2,94941946900026.0,"48.109938104, 7.38487511"
885384818,88538481800013,,62830,LACRES,,62483,,,,,,01.43Z,,,,,01.43Z,NAFRev2,88538481800013.0,"50.609459, 1.780193"
922592373,92259237300018,,97200,FORT-DE-FRANCE,,97209,,,,,,77.39Z,TOMEI 74,,,,77.39Z,NAFRev2,92259237300018.0,"14.605086, -61.044059"
479884454,47988445400055,,76710,BOSC-GUERARD-SAINT-ADRIEN,,76123,,,,,,66.19B,,,,,66.19B,NAFRev2,47988445400055.0,"49.548252, 1.141992"
811588144,81158814400014,,47320,BOURRAN,,47038,,,,,,47.99A,,,,,47.99A,NAFRev2,81158814400014.0,"44.35321, 0.38929"
331303834,33130383400039,,[ND],MARSEILLE,,13202,[ND],,,,[ND],47.11C,[ND],[ND],[ND],[ND],47.11C,NAFRev2,33130383400039.0,"43.31475581, 5.361219235"
849725775,84972577500019,,,,80335 MUNCHEN,,,,,,,47.91B,EFFIZIENDO UG (HAFTUNGSBESCHRANKT),,,,47.91B,NAFRev2,84972577500019.0,"44.845587, -0.613117"
525255493,52525549300021,,95350,SAINT-BRICE-SOUS-FORET,,95539,,,,,,49.39B,TIARA LIMOUSINE,,,,49.39B,NAFRev2,52525549300021.0,"48.990537, 2.358908"
377802871,37780287100022,,85000,LA ROCHE-SUR-YON,,85191,,,,,,41.10D,SCI DU PRIEURE,,,,41.10D,NAFRev2,37780287100022.0,"46.659147, -1.434704"
383351228,38335122800010,,69400,VILLEFRANCHE-SUR-SAONE,,69264,,,,,,56.10A,,,,,56.10A,NAFRev2,38335122800010.0,"45.986344, 4.716218"
929665115,92966511500010,,73190,SAINT-BALDOPH,,73225,,,,,,68.31Z,,,,,68.31Z,NAFRev2,92966511500010.0,"45.530403, 5.955542"
934386699,93438669900011,,75018,PARIS,,75118,,,,,,53.20Z,,,,,53.20Z,NAFRev2,93438669900011.0,"48.884423, 2.333198"
989178983,98917898300015,,94200,IVRY-SUR-SEINE,,94041,,,,,,33.19Z,,,,,33.19Z,NAFRev2,98917898300015.0,"48.808127, 2.369518"
933428088,93342808800019,,56340,CARNAC,,56034,,,,,,68.20A,DCB,,,,68.20A,NAFRev2,93342808800019.0,"47.611443, -3.026491"
949912166,94991216600012,,21420,PERNAND-VERGELESSES,,21480,,,,,,66.30Z,DAMASCENONE,,,,66.30Z,NAFRev2,94991216600012.0,"47.080252, 4.85348"
891649741,89164974100016,5610CQ,26000,VALENCE,,26362,,,,,BLU BIZ,56.21Z,BLU BIZ,,,,56.21Z,NAFRev2,89164974100016.0,"44.919823, 4.926851"
929508455,92950845500011,,77170,COUBERT,,77127,,,,,,66.30Z,ENTREPRISE UNIPERSONNELLE A RESPONSABILITE LIMITEE LPI,,,,66.30Z,NAFRev2,92950845500011.0,"48.673698, 2.698184"
481533024,48153302400016,,75003,PARIS,,75103,,,,,,90.01Z,CARLA COMMUNICATION,,,,90.01Z,NAFRev2,48153302400016.0,"48.861048, 2.361061"
505359976,50535997600022,,94120,FONTENAY-SOUS-BOIS,,94033,,,,,,47.73Z,PHARMACIE J F BERTRAND,,,,47.73Z,NAFRev2,50535997600022.0,"48.851487, 2.476109"
902500107,90250010700013,,40230,TOSSE,,40317,,,,,,93.12Z,JUDO CLUB TOSSE SAUBION,,,,93.12Z,NAFRev2,90250010700013.0,"43.68888, -1.328114"
420977712,42097771200017,,41140,NOYERS-SUR-CHER,,41164,,,,,,01.21Z,BOUTON,,,,01.21Z,NAFRev2,42097771200017.0,"47.273382, 1.430909"
484438452,48443845200019,,75017,PARIS,,75117,,,,,,47.81Z,DOUNIA PRIMEURS,,,,47.81Z,NAFRev2,48443845200019.0,"48.897301, 2.326766"
422324723,42232472300036,,75017,PARIS,,75117,,,,,SCI DREAM,70.10Z,SCI DREAM,,,,00.00Z,NAFRev2,42232472300036.0,"48.887094, 2.300153"
415340009,41534000900059,,75017,PARIS,,75117,,,,,,86.23Z,,,,,86.23Z,NAFRev2,41534000900059.0,"48.880934, 2.3098"
994955813,99495581300013,,20232,OLMETA-DI-TUDA,,2B188,,,,,,70.22Z,PHARMASIDE,,,,70.22Z,NAFRev2,99495581300013.0,"42.613736, 9.355862"
949707558,94970755800019,,31240,SAINT-JEAN,,31488,,,,,,96.03Z,LE DERNIER ENVOL,,,,96.03Z,NAFRev2,94970755800019.0,"43.651715, 1.516998"
811004084,81100408400018,,24750,CHAMPCEVINEL,,24098,,,,,,68.20B,SCI TRUST G & B.,,,,68.20B,NAFRev2,81100408400018.0,"45.204884, 0.744424"
880774609,88077460900015,,[ND],CRETEIL,,94028,[ND],,,,[ND],47.99A,[ND],[ND],[ND],[ND],47.99A,NAFRev2,88077460900015.0,"48.783767872, 2.454727686"
935209460,93520946000010,,97200,FORT-DE-FRANCE,,97209,,,,,,77.39Z,HONU TAH 47,,,,77.39Z,NAFRev2,93520946000010.0,"14.596147, -61.045619"
348759242,34875924200012,,88630,COUSSEY,,88118,,,,,,68.20B,HABITAT VERT,,,,68.20B,NAFRev2,34875924200012.0,"48.407498, 5.685805"
831997531,83199753100015,,95190,GOUSSAINVILLE,,95280,,,,,,41.10A,SGS PROMOTION,,,,41.10A,NAFRev2,83199753100015.0,"49.020846, 2.462333"
993378330,99337833000019,,62860,RECOURT,,62697,,,,,,47.99A,,,,,47.99A,NAFRev2,99337833000019.0,"50.252238, 3.032371"
423729821,42372982100060,,17000,LA ROCHELLE,,17300,,,,,,86.21Z,,,,,86.21Z,NAFRev2,42372982100060.0,"46.162409, -1.208932"
842885139,84288513900019,,33130,BEGLES,,33039,,,,,,35.11Z,JOUE ENERGIES,,,,35.11Z,NAFRev2,84288513900019.0,"44.806454, -0.55965"
818390726,81839072600011,,17570,LES MATHES,,17225,,,,,,68.20A,,,,,68.20A,NAFRev2,81839072600011.0,"45.715479, -1.153798"
381770437,38177043700014,,33750,BARON,,33028,,,,,,68.20A,SCI DE LA GARENNE,,,,68.20A,NAFRev2,38177043700014.0,"44.822984, -0.322652"
515240802,51524080200014,,67000,STRASBOURG,,67482,,,,,,93.12Z,KWI KA,,,,93.12Z,NAFRev2,51524080200014.0,"48.583001, 7.736321"
750644981,75064498100011,,37120,RICHELIEU,,37196,,,,,,47.29Z,ASSOCIATION DES PRODUCTEURS DE LA FERME DU RICHELAIS,,,,47.29Z,NAFRev2,75064498100011.0,"47.012685, 0.324195"
528661051,52866105100037,,59700,MARCQ-EN-BARŒUL,,59378,,,,,,68.20B,BBTB1,,,,68.20B,NAFRev2,52866105100037.0,"50.677166, 3.09188"
521938951,52193895100014,,[ND],MORLAIX,,29151,[ND],,,,[ND],70.10Z,[ND],[ND],[ND],[ND],70.10Z,NAFRev2,52193895100014.0,"48.600173541, -3.820228895"
450700133,45070013300025,,21700,NUITS-SAINT-GEORGES,,21464,,,,,,94.99Z,A.P.E.L.ASSOCIATION PARENTS D'ELEVES,,,,94.99Z,NAFRev2,45070013300025.0,"47.137346, 4.956626"
441315058,44131505800020,,75016,PARIS,,75116,,,,,,46.90Z,TEC INTERNATIONAL EXPORT,RL INGENIERIE,,,46.90Z,NAFRev2,44131505800020.0,"48.837357, 2.259132"
880751706,88075170600016,4333ZZ,77500,CHELLES,,77108,,,,,,43.33Z,LM LUXURY,,,,43.33Z,NAFRev2,88075170600016.0,"48.870129, 2.572869"
499406726,49940672600020,,[ND],MAURECOURT,,78382,[ND],,,,[ND],71.12B,[ND],[ND],[ND],[ND],71.12B,NAFRev2,49940672600020.0,"48.998670834, 2.053043213"
984566588,98456658800013,,57500,SAINT-AVOLD,,57606,,,,,ENTREPRISE RPS,81.21Z,,,,,81.21Z,NAFRev2,98456658800013.0,"49.109897, 6.704152"
425288115,42528811500016,,33430,BAZAS,,33036,,,,,,68.20B,,,,,68.20B,NAFRev2,42528811500016.0,"44.431277, -0.215148"
402944011,40294401100038,,26000,VALENCE,,26362,,,,,,43.99A,SAPEC VALENCE,,,,43.99A,NAFRev2,40294401100038.0,"44.922493, 4.930938"
532490083,53249008300013,,68490,OTTMARSHEIM,,68253,,,,,,56.10A,SARL MEZO,,,,56.10A,NAFRev2,53249008300013.0,"47.788513, 7.506237"
435021118,43502111800011,,75016,PARIS,,75116,,,,,,68.20B,C.L.A.N.S INVESTISSEMENT,,,,68.20B,NAFRev2,43502111800011.0,"48.862481, 2.272307"
218001055,21800105500019,,80230,BOISMONT,,80110,,,,,,84.11Z,COMMUNE DE BOISMONT,,,,84.11Z,NAFRev2,21800105500019.0,"50.152705, 1.684757"
794019489,79401948900036,,40000,MONT-DE-MARSAN,,40192,,,,,,46.19B,,,,,46.19B,NAFRev2,79401948900036.0,"43.890126, -0.509627"
877572206,87757220600036,,78300,POISSY,,78498,,,,,,69.20Z,EXCELLENCE EXPERTISE & CONSEIL,,,,69.20Z,NAFRev2,87757220600036.0,"48.921749, 2.038508"
753714724,75371472400048,,75008,PARIS,,75108,,,,,,69.20Z,VNCA,,,,69.20Z,NAFRev2,75371472400048.0,"48.877325, 2.32285"
899356836,89935683600010,1013BZ,50320,LA HAYE-PESNEL,,50237,,,,,LECLAND CHARCUTERIE,10.13B,CHARCUTERIE LECLAND,,,,10.13B,NAFRev2,89935683600010.0,"48.794799, -1.396618"
938730462,93873046200018,,[ND],YVRE-L'EVEQUE,,72386,[ND],,,,[ND],68.20A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,93873046200018.0,"48.023363329, 0.281460022"
819440173,81944017300014,,81990,CUNAC,,81074,,,,,,47.81Z,,,,,47.81Z,NAFRev2,81944017300014.0,"43.930045, 2.217372"
538171026,53817102600015,,06400,CANNES,,06029,,,,,,68.20B,VERBANO,,,,68.20B,NAFRev2,53817102600015.0,"43.551372, 7.018118"
